event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_best
EGY10042,2019-09-22,2019,1,"Political violence; Demonstrations",Protests,"Excessive force against protesters","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters","Civilian targeting",818,"Northern Africa",Egypt,Suez,"Al Arbaeen",,Suez,29.9737,32.5263,1,"AFP; EuroNews; Facebook","New media-International","During the night of 22 Sep. 2019, security forces fired tear gas, rubber bullets and live ammunition at 200 anti-Sisi protesters in Suez. Several protesters were wounded. .",0,"crowd size=200",1618528470,84556
EGY10634,2019-12-20,2019,2,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)","Labor Group (Egypt)",Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Sharqia,"10th of Ramadan 1",,"10th of Ramadan City",30.2964,31.7463,1,"FJ Portal",National,"On 20 December 2019, police intervened in a protest staged by employees of Oriental Weavers in 10th of Ramadan City (10 Ramadan, Sharkia), with no reported injuries or fatalities. Employees were protesting recent layoffs, low wages, and unfair treatment .",0,"crowd size=no report",1618528543,16673
EGY10657,2019-12-15,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Beheira,"Damanhour City",,Damanhur,31.0392,30.4691,1,"FJ Portal",National,"On 15 December 2019, protesters organizing under the name Ahrar Al Buhaira protested at night in Damanhur (Damanhur, Behera), chanting slogans criticizing the military for arbitrary detentions, poor human rights record, and for the deteriorating economic conditions in Egypt. .",0,"crowd size=no report",1618528545,122636
EGY10677,2020-01-21,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Health Workers (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Menia,"Menia City",,Minya,28.1099,30.7503,1,"Madamasr; El Fagr News",National,"On 21 January 2020, members of the General Assembly of the Doctors' Union protested in Minya (New Minya, Menia) after a memorial service for three female doctors who had been killed in a car accident when the minibus transporting them to a medical training. Protesters denounced the Ministry of Health and called for measures to improve the work environment and decrease administrative abuse of Egyptian doctors, specifically the practice of arbitrarily sending doctors to work in other provinces without warning or extra compensation .",0,"crowd size=no report",1618528547,24137
EGY10678,2020-01-23,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Journalists (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Giza,"Al Doki",,Dokki,30.0351,31.2140,1,"El Fagr News; Masr Alarabia",National,"On 23 January 2020, journalists at Saba7 Newspaper staged a sit-in at the newspaper headquarters in Dokki (Duqql, Giza), demonstrating against the suspension in wages that has been ongoing over the past six months.",0,"crowd size=no report",1764045636,25670
EGY10697,2020-02-01,2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Matrouh,"Mersa Matrouh",,"Marsa Matruh",31.3525,27.2453,3,Rassd,National,"On or before 1 February 2020, an unknown number of protesters gathered to protest against the evacuation of a hospital in Matrouh governorate .",0,"crowd size=no report",1618511504,25354
EGY10701,2020-02-02,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Beheira,"Damanhour City",,Damanhur,31.0392,30.4691,1,"FJ Portal",National,"On 2 February 2020, protesters gathered in Damanhur (Damanhur, Behera) to protest against President Trump's Israel-Palestine peace deal, as well as President Sisi and the current government. They raised Palestinian flags alongside Egyptian flags and chanted slogans denouncing the deal and the Egyptian government.",0,"crowd size=no report",1618511465,124240
EGY10734,2020-02-16,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Gharbia,"Tanta 1",,Tanta,30.7885,31.0019,1,"El Fagr News; Madamasr; New Arab",National-Regional,"On 16 February 2020, dozens of employees protested at the Tanta Linen Company in Tanta (Tanta, Gharbia), calling on the company-which had been sold to a Saudi investor in 2005-to confirm their appointments.",0,"crowd size=dozens",1764637279,107528
EGY10735,2020-02-17,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Gharbia,"Tanta 1",,Tanta,30.7885,31.0019,1,"El Fagr News; Madamasr; New Arab",National-Regional,"On 17 February 2020, dozens of employees staged a second day of protest at the Tanta Linen Company in Tanta (Tanta, Gharbia), calling on the company-which had been sold to a Saudi investor in 2005-to confirm their appointments .",0,"crowd size=dozens",1764637279,107528
EGY10736,2020-02-18,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Gharbia,"Tanta 1",,Tanta,30.7885,31.0019,1,"El Fagr News; Madamasr; New Arab",National-Regional,"On 18 February 2020, dozens of employees staged a third day of protest at the Tanta Linen Company in Tanta (Tanta, Gharbia), calling on the company-which had been sold to a Saudi investor in 2005-to confirm their appointments .",0,"crowd size=dozens",1764637279,107528
EGY10758,2020-02-27,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Fishers (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,"Kafr el-Sheikh","Al Boroloos",,"Al Burullus",31.5833,31.0833,1,"FJ Portal",National,"From 24 February to 27 February 2020, fishers protested in Al Burullus (Burullus, Kafr El-Shikh) against a new insurance law that would require them to pay increased prices to insure workers on their boats.",0,"crowd size=no report",1618504016,10170
EGY10813,2020-03-25,2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Giza,"Bolak Al Dakrour",,Faysal,30.0173,31.2040,1,"FJ Portal",National,"On or before 25 March 2020, protesters gathered on the street and participated from their roofs and balconies in Faysal (Bulaq Al-DakrUr, Giza) to call on God to rid Egypt of coronavirus .",0,"crowd size=no report",1764045636,70302
EGY10838,2020-04-07,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Alexandria,"Al Montaza",,"Ar Raml",31.2485,29.9823,1,"FJ Portal",National,"On 7 April 2020, employees of the Stia Company for textiles staged a sit-in protesting the non-payment of salaries in Ar Ramel (Kesm than Al Raml, Alexandria) after the company had to close for a period of 14 days after 3 people became infected with coronavirus.",0,"crowd size=no report",1618502978,198221
EGY10839,2020-04-08,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Health Workers (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Beheira,"Kafr Al Dawar City",,"Kafr ad Dawwar",31.1340,30.1280,1,"FJ Portal",National,"On 8 April 2020, employees at the Al Shamlah Hospital protested in front of the hospital in Kafr ad Dawwar (Kafr ad Dawwar, Behera) due to lack of clarity on their jobs after the hospital was transformed into a center for coronavirus quarantine.",0,"crowd size=no report",1618502958,83644
EGY10885,2020-05-11,2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (Sudan)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Giza,"Al Doki",,Dokki,30.0351,31.2140,1,"New Arab",Regional,"Around 11 May 2020, Sudanese citizens protested outside the Sudanese Embassy in Dokki (Dokki, Giza), calling on their government to allow them to return to Sudan after over a month of being unable to return to Sudan due to coronavirus.",0,"crowd size=no report",1764637279,25670
EGY10884,2020-05-11,2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (Sudan)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Aswan,"Aswan City",,Aswan,24.0911,32.8973,1,"New Arab",Regional,"Around 11 May 2020, Sudanese citizens protested outside the Sudanese Consulate in Aswan (Aswan, Aswan), calling on their government to allow them to return to Sudan after over a month of being unable to return to Sudan due to coronavirus.",0,"crowd size=no report",1764637279,60421
EGY10894,2020-05-01,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Qalyubia,"Al Obor",,"El Obour City",30.2314,31.4764,1,"FJ Portal",National,"On 1 May 2020, approximately 800 employees at the Merala Textile Factory staged a protest at the factory headquarters in El Obour City (Abour, Kalyoubia) against the factory's failure to pay wages during the month of April.",0,"crowd size=around 800",1618502429,9185
EGY10908,2020-05-20,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)","Christian Group (Egypt)",Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Beheira,"Kafr Al Dawar City",,"Kafr ad Dawwar",31.1340,30.1280,1,"International Christian Concern",International,"On 20 May 2020, Egyptian police forces intervened after Christians protested against the demolition of a church in their neighborhood in Kafr ad Dawwar (Kafr ad Dawwar, Behera). The police forces arrested 14 protesters, including 4 women, and fired tear gas into the crowd. Some sources allege that a priest was injured after being assaulted by police forces, while others say he fainted at the scene.",0,"crowd size=at least 14",1753970510,83644
EGY10955,2020-06-14,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Alexandria,"Borg Al Arab",,"Burj al-Arab",30.9035,29.5536,1,"ATUC; New Arab",Other-Regional,"On 14 June 2020, approximately 300 employees of the Sitcor Spinning Company started a sit-in at headquarters in Burj al-Arab (Burj al-Arab, Alexandria), protesting against the company's failure to pay the difference in wages since October, when employees started to receive only 50% of their wages.",0,"crowd size=approximately 300",1764637279,12839
EGY10984,2020-07-08,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Sharqia,"10th of Ramadan 1",,"10th of Ramadan City",30.2964,31.7463,1,"FJ Portal",National,"On 8 July 2020, employees of the Sasco stationary factory entered an open sit-in in 10th of Ramadan City (10 Ramadan, Sharkia), protesting against the closure of the factory and nonpayment of wages.",0,"crowd size=no report",1618500294,16904
EGY11100,2020-09-20,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Giza,"Al Aiad",,"Al Ayyat",29.6197,31.2575,1,"New Arab; Rassd",National-Regional,"On 20 September 2020, an unknown number of protesters gathered in Al Ayyat (Ayat, Giza) to protest against the demolition of homes and buildings for construction projects and to call for the removal of President Sisi from office. Details of the police intervention were not reported except that it occurred.",0,"crowd size=no report",1764637279,45757
EGY11102,2020-09-20,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Qalyubia,"Al Qanater Al Khayreya",,"Al Qanatir al Khayriyah",30.1933,31.1370,1,"New Arab; Rassd",National-Regional,"On 20 September 2020, an unknown number of protesters gathered in Al Qanatir al Khayriyah (Qalyub, Kalyoubia) to protest against the demolition of homes and buildings for construction projects and to call for the removal of President Sisi from office. Details of the police intervention were not reported except that it occurred.",0,"crowd size=no report",1764637279,40296
EGY11104,2020-09-20,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Aswan,"Aswan City",,Aswan,24.0911,32.8973,2,"FJ Portal; Madamasr; New Arab; Rassd",National-Regional,"On 20 September 2020, police intervened in protests in the Nubian villages in Aswan (Aswan, Aswan), where protesters gathered to denounce the government decision to build a bridge without compensating the residents who currently live on that land. Four people were arrested, including two children.",0,"crowd size=at least 4",1764637279,60421
EGY11105,2020-09-20,2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (Egypt)",,Rioters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Rioters",,818,"Northern Africa",Egypt,Giza,Atfeeh,,Atfih,29.4075,31.2525,2,"Madamasr; New Arab; Rassd",National-Regional,"On 20 September 2020, Egyptian police forces fired rubber bullets and tear gas canisters at demonstrators who had gathered around Atfih (Atfeh, Giza) to demonstrate against the demolition of buildings and homes in the area for eminent domain construction projects and to call for an end to President Sisi's time in office. Some demonstrators destroyed a police car.",0,"crowd size=no report",1764637279,51317
EGY11107,2020-09-20,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Giza,"As Saf",,El-Saff,29.5647,31.2811,1,"New Arab; Rassd",National-Regional,"On 20 September 2020, an unknown number of protesters gathered in El-Saff (Saf, Giza) to protest against the demolition of homes and buildings for construction projects and to call for the removal of President Sisi from office. Details of the police intervention were not reported except that it occurred.",0,"crowd size=no report",1764637279,9408
EGY11108,2020-09-20,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Beheira,"Kafr Al Dawar City",,"Kafr ad Dawwar",31.1340,30.1280,1,"New Arab; Rassd",National-Regional,"On 20 September 2020, an unknown number of protesters gathered in Kafr ad Dawwar (Kafr ad Dawwar, Behera) to protest against the demolition of homes and buildings for construction projects and to call for the removal of President Sisi from office. Details of the police intervention were not reported except that it occurred.",0,"crowd size=no report",1764637279,83644
EGY11117,2020-09-21,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Menia,"Menia City",,Minya,28.1099,30.7503,2,"Madamasr; New Arab",National-Regional,"On 21 September 2020, police fired tear gas and birdshot at protesters in the village of Al Hawarta in Minya (New Minya, Menia), where protesters called for the end of President Sisi's time in office during the week of the anniversary of widespread protests a year prior.",0,"crowd size=no report",1764637279,24137
EGY11123,2020-09-22,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Giza,"Al Aiad",,"Al Ayyat",29.6197,31.2575,1,"Madamasr; New Arab",National-Regional,"On 22 September 2020, police intervened in protests in Al Ayyat (Ayat, Giza), where protesters called for the end of President Sisi's time in office during the week of the anniversary of widespread protests a year prior.",0,"crowd size=no report",1764637279,45757
EGY11129,2020-09-22,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Luxor,"Luxor City",,Luxor,25.6965,32.6459,1,"Madamasr; New Arab",National-Regional,"On 22 September 2020, police intervened in protests in Luxor (Luxor, Luxor), where protesters called for the end of President Sisi's time in office during the week of the anniversary of widespread protests a year prior.",0,"crowd size=no report",1764637279,71729
EGY11133,2020-09-23,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Aswan,"Aswan City",,Aswan,24.0911,32.8973,2,"Madamasr; New Arab",National-Regional,"On 23 September 2020, dozens of protesters gathered in the Nubian villages in Aswan (Aswan, Aswan) to protest against the arrest of 2 children that took place during protests on 20 September 2020. Whether or not the Egyptian police forces intervened is unknown.",0,"crowd size=dozens",1764637279,60421
EGY11149,2020-09-25,2020,1,"Political violence; Demonstrations",Protests,"Excessive force against protesters","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters","Civilian targeting",818,"Northern Africa",Egypt,Giza,Atfeeh,,Atfih,29.4075,31.2525,2,"New Arab; Rassd",National-Regional,"On 25 September 2020, Egyptian police forces fired live bullets at protesters from 4 villages around Atfih (Atfeh, Giza). The protesters were calling for the downfall of the current government in a broader context of protests around the country. Over 170 protesters were arrested. Resulting fatalities or injuries were not reported.",0,"crowd size=over 170",1764637279,44744
EGY11130,2020-09-22,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Menia,"Menia City",,Minya,28.1099,30.7503,1,"New Arab",Regional,"On 22 September 2020, police intervened in protests in Minya (New Minya, Menia), where protesters called for the end of President Sisi's time in office during the week of the anniversary of widespread protests a year prior.",0,"crowd size=no report",1764637279,24137
EGY11142,2020-09-24,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Luxor,"Luxor City",,Luxor,25.6965,32.6459,2,"New Arab",Regional,"On 24 September 2020, Egyptian police forces intervened as protesters gathered to call for the end of President Sisi's time in office in Al Awamiya area of Luxor (Luxor). The nature of the intervention was not reported.",0,"crowd size=no report",1764637279,71729
EGY11143,2020-09-24,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Menia,Matay,,Matay,28.4190,30.7792,1,"New Arab",Regional,"On 24 September 2020, Egyptian police forces intervened as protesters gathered to call for the end of President Sisi's time in office in Matay (Markz Matay, Menia). The nature of the intervention was not reported.",0,"crowd size=no report",1764637279,81152
EGY11147,2020-09-25,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Giza,Atfeeh,,"Al Kedaya",29.4504,31.2380,1,"New Arab",Regional,"On 25 September 2020, Egyptian police forces intervened as protesters gathered to call for the end of President Sisi's time in office in Al-Kedaya (Atfeh, Giza). Over the course of the week dozens of youth were among the arrested protests from Al Kuddaya.",0,"crowd size=no report",1764637279,33485
EGY11113,2020-09-21,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Giza,Atfeeh,,Atfih,29.4075,31.2525,1,"New Arab",Regional,"On 21 September 2020, police intervened in protests in Atfih (Atfeh, Giza), where protesters called for the end of President Sisi's time in office during the week of the anniversary of widespread protests a year prior.",0,"crowd size=no report",1764637279,44744
EGY11145,2020-09-25,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Giza,"Al Aiad",,"Al Ayyat",29.6197,31.2575,1,"New Arab",Regional,"On 25 September 2020, Egyptian police forces intervened as protesters gathered to call for the end of President Sisi's time in office in Al Ayyat (Ayat, Giza). The nature of the intervention was not reported.",0,"crowd size=no report",1764637279,45757
EGY11116,2020-09-21,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Giza,"As Saf",,El-Saff,29.5647,31.2811,1,"New Arab",Regional,"On 21 September 2020, police intervened in protests in El-Saff (Saf, Giza), where protesters called for the end of President Sisi's time in office during the week of the anniversary of widespread protests a year prior.",0,"crowd size=no report",1764637279,9408
EGY11153,2020-09-25,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Giza,"As Saf",,El-Saff,29.5647,31.2811,1,"New Arab",Regional,"On 25 September 2020, Egyptian police forces intervened as protesters gathered to call for the end of President Sisi's time in office in El-Saff (Saf, Giza). The nature of the intervention was not reported.",0,"crowd size=no report",1764637279,9408
EGY11138,2020-09-23,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Fayoum,Itsa,,"Minyat al Hayt",29.2231,30.7448,1,"New Arab",Regional,"On 23 September 2020, protesters gathered to call for the end of President Sisi's time in office in Minyat al Hayt (Atsa, Fayoum). Whether or not the Egyptian police forces intervened is unknown.",0,"crowd size=no report",1764637279,46289
EGY11110,2020-09-21,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Giza,"Al Aiad",,"Al Ayyat",29.6197,31.2575,1,"New Arab",Regional,"On 21 September 2020, police intervened in protests in Al Ayyat (Ayat, Giza), where protesters called for the end of President Sisi's time in office during the week of the anniversary of widespread protests a year prior.",0,"crowd size=no report",1764637279,45757
EGY11118,2020-09-21,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Qena,"Qena City",,Qina,26.1642,32.7267,1,"New Arab",Regional,"On 21 September 2020, police intervened in protests in Qina (Qina, Qena), where protesters called for the end of President Sisi's time in office during the week of the anniversary of widespread protests a year prior.",0,"crowd size=no report",1764637279,59638
EGY11124,2020-09-22,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Giza,"Al Ahram",,"Al Haram",29.9931,31.1309,1,"New Arab",Regional,"On 22 September 2020, police intervened in protests in Al Haram (Al-Ahram, Giza), where protesters called for the end of President Sisi's time in office on the week of the anniversary of widespread protests a year prior.",0,"crowd size=no report",1764637279,83167
EGY11132,2020-09-23,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Assiut,"Al Kossia",,"Al Qusiyah",27.4402,30.8184,1,"New Arab",Regional,"On 23 September 2020, protesters gathered to call for the end of President Sisi's time in office in Al Qusiyah (Al-Qusia, Assiut). Whether or not the Egyptian police forces intervened is unknown.",0,"crowd size=no report",1764637279,95571
EGY11141,2020-09-24,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Giza,Kerdasa,,Kirdasah,30.0310,31.1111,1,"New Arab",Regional,"On 24 September 2020, protesters gathered to call for the end of President Sisi's time in office in Kirdasah (Kardasa, Giza). Whether or not the Egyptian police forces intervened is unknown.",0,"crowd size=no report",1764637279,68274
EGY11134,2020-09-23,2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (Egypt)",,Rioters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Rioters",,818,"Northern Africa",Egypt,Giza,Atfeeh,,Atfih,29.4075,31.2525,1,"New Arab",Regional,"On 23 September 2020, demonstrators and Egyptian police forces clashed during demonstrations with police using bullets, tear gas, and birdshot to disperse demonstrators in Atfih (Atfeh, Giza). Some demonstrators also burned an armored vehicle belonging to Egyptian security forces.",0,"crowd size=no report",1764637279,51317
EGY11139,2020-09-24,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Giza,Imbabah,,Al-Mansuriyah,30.1363,31.0750,1,"New Arab",Regional,"On 24 September 2020, Egyptian police forces intervened as protesters gathered to call for the end of President Sisi's time in office in Al-Mansuriyah (Imbaba, Giza). The nature of the intervention was not reported.",0,"crowd size=no report",1764637279,53685
EGY11140,2020-09-24,2020,1,"Political violence; Demonstrations",Protests,"Excessive force against protesters","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters","Civilian targeting",818,"Northern Africa",Egypt,Giza,Atfeeh,,Atfih,29.4075,31.2525,1,"New Arab",Regional,"On 24 September 2020, police fired live bullets from automatic weapons at protesters calling for the end of President Sisi's time in office in Atfih (Atfeh, Giza), with no reports on resulting fatalities or injuries.",0,"crowd size=no report",1764637279,44744
EGY11127,2020-09-22,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Giza,Atfeeh,,Atfih,29.4075,31.2525,1,"New Arab",Regional,"On 22 September 2020, police intervened in protests in Atfih (Atfeh, Giza), where protesters called for the end of President Sisi's time in office during the week of the anniversary of widespread protests a year prior.",0,"crowd size=no report",1764637279,44744
EGY11126,2020-09-22,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Aswan,"Aswan City",,Aswan,24.0911,32.8973,1,"New Arab",Regional,"On 22 September 2020, police intervened in protests in Aswan (Aswan, Aswan), where protesters called for the end of President Sisi's time in office during the week of the anniversary of widespread protests a year prior.",0,"crowd size=no report",1764637279,60421
